,entity_group,value,score,from,nct_id
773,Dosage,1 15,0.9955862760543823,secondary,NCT00925015
774,Diagnostic_procedure,AUC0-168,0.9535454511642456,secondary,NCT00925015
775,Lab_value,AUC0-168 168,0.9875498414039612,secondary,NCT00925015
776,Detailed_description,plasma,0.9999110698699951,secondary,NCT00925015
777,Medication,Dalotuzumab,0.9538941979408264,secondary,NCT00925015
778,Medication,cetuximab/irinotecan,0.9998781681060791,secondary,NCT00925015
779,Medication,plasma Dalotuzumab cetuximab/irinotecan dalotuzumab,0.9977850914001465,secondary,NCT00925015
780,Medication,Dalotuzumab combination cetuximab/irinotecan dalotuzumab,0.9191791415214539,secondary,NCT00925015
781,Date,Day Day Day Day 22. 22,0.7915898561477661,secondary,NCT00925015
782,Time,0.5 The with h h,0.9669419527053833,secondary,NCT00925015
783,Administration,determined in combination cetuximab/irinotecan infusion infusion initiation infusion,0.9947383999824524,secondary,NCT00925015
784,Administration,infusion infusion infusion,0.9618632793426514,secondary,NCT00925015
785,Dosage,"0.5 5 , , , , , , , , , , AUC0-168 8 48 168 , , , , , , , , , , 24 , , , , , , , , , , 30 , , , , , , , , , , 48 , , , , , , , , , , 96 and and and",0.488783597946167,secondary,NCT00925015
786,Detailed_description,AUC0-168 168,0.374555766582489,secondary,NCT00925015
787,Dosage,The with h h,0.34925803542137146,secondary,NCT00925015
788,Medication,dalotuzumab,0.9755542874336243,secondary,NCT00925015
789,Medication,Tmax,0.9709734916687012,secondary,NCT00925015
790,Medication,Cetuximab Cetuximab Cetuximab,0.9994744658470154,secondary,NCT00925015
791,Medication,Cetuximab Cetuximab Dalotuzumab Cetuximab,0.9907627701759338,secondary,NCT00925015
792,Medication,Irinotecan,0.9998589754104614,secondary,NCT00925015
793,Dosage,10 mg/kg mg/m\^2 mg/m\^2,0.9961698055267334,secondary,NCT00925015
794,Medication,Dalotuzumab,0.9998828172683716,secondary,NCT00925015
795,Detailed_description,10 1 15,0.9609389901161194,secondary,NCT00925015
796,Administration,intravenous intravenous,0.998272180557251,secondary,NCT00925015
797,Administration,infusion infusions,0.8143131732940674,secondary,NCT00925015
798,Dosage,400 mg/m\^2 mg/m\^2,0.999265730381012,secondary,NCT00925015
799,Dosage,mg/m\^2 mg/m\^2,0.9398975372314453,secondary,NCT00925015
800,Dosage,once weekly,0.9987432956695557,secondary,NCT00925015
801,Administration,intravenous intravenous infusion infusions,0.7328896522521973,secondary,NCT00925015
802,Dosage,250 mg/m\^2 mg/m\^2,0.9990648031234741,secondary,NCT00925015
803,Dosage,1 10 1,0.9983065128326416,secondary,NCT00925015
804,Dosage,10 mg/kg,0.9995276927947998,secondary,NCT00925015
805,Detailed_description,plasma,0.9999417066574097,secondary,NCT00925015
806,Medication,Cetuximab,0.996436357498169,secondary,NCT00925015
807,Medication,Cetuximab cetuximab,0.9237506985664368,secondary,NCT00925015
808,Date,Day Day Day Day 15 15,0.9903906583786011,secondary,NCT00925015
809,Medication,dalotuzumab,0.9998321533203125,secondary,NCT00925015
810,Date,Day Day Day Day 29. 29,0.9990503787994385,secondary,NCT00925015
811,Medication,predose,0.2829175889492035,secondary,NCT00925015
812,Detailed_description,predose,0.6803557872772217,secondary,NCT00925015
813,Detailed_description,"29. 29 2 24 , , , , , , , 15 15 5 , , , , , , , 8 48 168 , , , , , , , 24 , , , , , , , 48 , , , , , , , 96 and and and",0.8694973587989807,secondary,NCT00925015
814,Detailed_description,168 The with h after,0.6283136010169983,secondary,NCT00925015
815,Medication,cetuximab,0.9997972846031189,secondary,NCT00925015
816,Medication,Cetuximab dalotuzumab cetuximab,0.998829185962677,secondary,NCT00925015
817,Administration,infusion,0.9558972120285034,secondary,NCT00925015
818,Medication,Cmax,0.9990135431289673,secondary,NCT00925015
819,Medication,Cetuximab Cetuximab Cetuximab,0.9994968175888062,secondary,NCT00925015
820,Medication,Irinotecan,0.9998559951782227,secondary,NCT00925015
821,Dosage,10 mg/kg mg/m\^2 mg/m\^2,0.9960704445838928,secondary,NCT00925015
822,Medication,Dalotuzumab,0.9998857975006104,secondary,NCT00925015
823,Detailed_description,Cycle 10 1 15,0.7852363586425781,secondary,NCT00925015
824,Administration,intravenous intravenous,0.9983859062194824,secondary,NCT00925015
825,Administration,infusion infusions,0.8370927572250366,secondary,NCT00925015
826,Dosage,400 mg/m\^2 mg/m\^2,0.9992478489875793,secondary,NCT00925015
827,Dosage,mg/m\^2 mg/m\^2,0.9287886619567871,secondary,NCT00925015
828,Dosage,once weekly,0.9986269474029541,secondary,NCT00925015
829,Administration,intravenous intravenous infusion infusions,0.748950183391571,secondary,NCT00925015
830,Dosage,250 mg/m\^2 mg/m\^2,0.9990402460098267,secondary,NCT00925015
831,Dosage,1 10 1,0.9983065128326416,secondary,NCT00925015
832,Dosage,10 mg/kg,0.9995276927947998,secondary,NCT00925015
833,Diagnostic_procedure,Cmax,0.9762268662452698,secondary,NCT00925015
834,Detailed_description,plasma,0.9998098015785217,secondary,NCT00925015
835,Medication,Cetuximab,0.9055483937263489,secondary,NCT00925015
836,Date,Day Day Day Day 15 15,0.9910748600959778,secondary,NCT00925015
837,Medication,dalotuzumab,0.9998346567153931,secondary,NCT00925015
838,Date,Day Day Day Day 29. 29,0.999011754989624,secondary,NCT00925015
839,Detailed_description,predose,0.5592453479766846,secondary,NCT00925015
840,Detailed_description,", , , , , , , 29. 29 2 24 , , , , , , , 15 15 5 , , , , , , , 8 48 168 , , , , , , , 24 , , , , , , , 48 , , , , , , , 96 and and and",0.877349317073822,secondary,NCT00925015
841,Detailed_description,168 The with h after,0.6200157999992371,secondary,NCT00925015
842,Medication,cetuximab,0.9997994303703308,secondary,NCT00925015
843,Medication,Cetuximab dalotuzumab cetuximab,0.9981642365455627,secondary,NCT00925015
844,Medication,Cetuximab cetuximab,0.9458765387535095,secondary,NCT00925015
845,Administration,infusion,0.946997880935669,secondary,NCT00925015
846,Dosage,T1/2,0.6467692852020264,secondary,NCT00925015
847,Medication,Cetuximab Cetuximab Cetuximab,0.9996672868728638,secondary,NCT00925015
848,Medication,Cetuximab Cetuximab Dalotuzumab Cetuximab,0.9922539591789246,secondary,NCT00925015
849,Medication,Irinotecan,0.9998522996902466,secondary,NCT00925015
850,Dosage,10 mg/kg mg/m\^2 mg/m\^2,0.995904266834259,secondary,NCT00925015
851,Medication,Dalotuzumab,0.999887228012085,secondary,NCT00925015
852,Detailed_description,Cycle T1/2 10 1 15,0.8562206029891968,secondary,NCT00925015
853,Administration,intravenous intravenous,0.9985719919204712,secondary,NCT00925015
854,Administration,infusion infusions,0.8661388158798218,secondary,NCT00925015
855,Dosage,400 mg/m\^2 mg/m\^2,0.9993307590484619,secondary,NCT00925015
856,Dosage,mg/m\^2 mg/m\^2,0.9446644186973572,secondary,NCT00925015
857,Dosage,once weekly,0.9985800385475159,secondary,NCT00925015
858,Administration,intravenous intravenous infusion infusions,0.7692398428916931,secondary,NCT00925015
859,Dosage,250 mg/m\^2 mg/m\^2,0.9994165301322937,secondary,NCT00925015
860,Dosage,1 10 1,0.9983065128326416,secondary,NCT00925015
861,Dosage,10 mg/kg,0.9995276927947998,secondary,NCT00925015
862,Lab_value,T1/2,0.9984222650527954,secondary,NCT00925015
863,Detailed_description,plasma,0.9999414682388306,secondary,NCT00925015
864,Medication,Cetuximab,0.9994353652000427,secondary,NCT00925015
865,Medication,Cetuximab cetuximab,0.904628336429596,secondary,NCT00925015
866,Date,Day Day Day Day 15 15,0.996026873588562,secondary,NCT00925015
867,Medication,dalotuzumab,0.9998337030410767,secondary,NCT00925015
868,Date,Day Day Day Day 29. 29,0.9984337091445923,secondary,NCT00925015
869,Medication,predose,0.2650538980960846,secondary,NCT00925015
870,Detailed_description,predose,0.6340197920799255,secondary,NCT00925015
871,Detailed_description,", , , , , , , T1/2 29. 29 2 24 , , , , , , , 15 15 5 , , , , , , , 8 48 168 , , , , , , , 24 , , , , , , , 48 , , , , , , , 96",0.9306582808494568,secondary,NCT00925015
872,Detailed_description,168 The with h,0.5837830305099487,secondary,NCT00925015
873,Medication,cetuximab,0.999845027923584,secondary,NCT00925015
874,Medication,Cetuximab dalotuzumab cetuximab,0.9753643274307251,secondary,NCT00925015
875,Administration,infusion,0.9632728695869446,secondary,NCT00925015
876,Medication,CL,0.9806275963783264,secondary,NCT00925015
877,Medication,Cetuximab Cetuximab Cetuximab,0.9997137188911438,secondary,NCT00925015
878,Medication,Irinotecan,0.9998657703399658,secondary,NCT00925015
879,Dosage,10 mg/kg mg/m\^2 mg/m\^2,0.9898363947868347,secondary,NCT00925015
880,Medication,Dalotuzumab,0.9998807907104492,secondary,NCT00925015
881,Detailed_description,Cycle 10 1 15,0.7591427564620972,secondary,NCT00925015
882,Administration,intravenous intravenous,0.9986975193023682,secondary,NCT00925015
883,Administration,intravenous intravenous infusion infusions,0.6971109509468079,secondary,NCT00925015
884,Dosage,400 mg/m\^2 mg/m\^2,0.999083399772644,secondary,NCT00925015
885,Dosage,mg/m\^2 mg/m\^2,0.8447520136833191,secondary,NCT00925015
886,Dosage,once weekly,0.9988066554069519,secondary,NCT00925015
887,Administration,infusion infusions,0.8042569160461426,secondary,NCT00925015
888,Dosage,250 mg/m\^2 mg/m\^2,0.9991955757141113,secondary,NCT00925015
889,Dosage,1 10 1,0.9983065128326416,secondary,NCT00925015
890,Dosage,10 mg/kg,0.9995276927947998,secondary,NCT00925015
891,Detailed_description,plasma,0.9998941421508789,secondary,NCT00925015
892,Medication,Cetuximab,0.9955477714538574,secondary,NCT00925015
893,Medication,Cetuximab cetuximab,0.9768968224525452,secondary,NCT00925015
894,Date,Day Day Day Day 15 15,0.9757176637649536,secondary,NCT00925015
895,Medication,dalotuzumab,0.9998493194580078,secondary,NCT00925015
896,Date,Day Day Day Day 29. 29,0.9988216161727905,secondary,NCT00925015
897,Medication,predose,0.4878028929233551,secondary,NCT00925015
898,Detailed_description,predose,0.6890544295310974,secondary,NCT00925015
899,Detailed_description,"29. 29 2 24 , , , , , , , 15 15 5 , , , , , , , 8 48 168 , , , , , , , 24 , , , , , , , 48 , , , , , , , 96",0.8223251104354858,secondary,NCT00925015
900,Detailed_description,168,0.6876253485679626,secondary,NCT00925015
901,Time,The with h,0.2695300877094269,secondary,NCT00925015
902,Detailed_description,after,0.4749037027359009,secondary,NCT00925015
903,Medication,cetuximab,0.999826967716217,secondary,NCT00925015
904,Medication,Cetuximab dalotuzumab cetuximab,0.9980892539024353,secondary,NCT00925015
905,Administration,infusion,0.9458904266357422,secondary,NCT00925015
906,Medication,Cetuximab Cetuximab Cetuximab,0.9997419714927673,secondary,NCT00925015
907,Medication,Cetuximab Cetuximab Dalotuzumab Cetuximab,0.9883217215538025,secondary,NCT00925015
908,Medication,Irinotecan,0.9998623132705688,secondary,NCT00925015
909,Dosage,10 mg/kg mg/m\^2 mg/m\^2,0.9952219128608704,secondary,NCT00925015
910,Medication,Dalotuzumab,0.9998824596405029,secondary,NCT00925015
911,Detailed_description,Cycle 10 1 15,0.7519522905349731,secondary,NCT00925015
912,Administration,intravenous intravenous,0.9983653426170349,secondary,NCT00925015
913,Administration,infusion infusions,0.8060011863708496,secondary,NCT00925015
914,Dosage,400 mg/m\^2 mg/m\^2,0.9992135763168335,secondary,NCT00925015
915,Dosage,mg/m\^2 mg/m\^2,0.8979209065437317,secondary,NCT00925015
916,Dosage,once weekly,0.9986799955368042,secondary,NCT00925015
917,Administration,intravenous intravenous infusion infusions,0.7278909087181091,secondary,NCT00925015
918,Dosage,250 mg/m\^2 mg/m\^2,0.9989275336265564,secondary,NCT00925015
919,Dosage,1 10 1,0.9983065128326416,secondary,NCT00925015
920,Dosage,10 mg/kg,0.9995276927947998,secondary,NCT00925015
921,Diagnostic_procedure,Vss,0.537234902381897,secondary,NCT00925015
922,Detailed_description,plasma,0.9997386336326599,secondary,NCT00925015
923,Medication,Cetuximab,0.9907007217407227,secondary,NCT00925015
924,Medication,Cetuximab cetuximab,0.8646345138549805,secondary,NCT00925015
925,Date,Day Day Day Day 15 15,0.9790991544723511,secondary,NCT00925015
926,Medication,dalotuzumab,0.9998347759246826,secondary,NCT00925015
927,Date,Day Day Day Day 29. 29,0.998934805393219,secondary,NCT00925015
928,Detailed_description,predose,0.48543286323547363,secondary,NCT00925015
929,Detailed_description,", , , , , , , 29. 29 2 24 , , , , , , , 15 15 5 , , , , , , , 8 48 168 , , , , , , , 24 , , , , , , , 48 , , , , , , , 96",0.8978111147880554,secondary,NCT00925015
930,Detailed_description,168 The with h after,0.6278740763664246,secondary,NCT00925015
931,Medication,cetuximab,0.9998053908348083,secondary,NCT00925015
932,Medication,Cetuximab dalotuzumab cetuximab,0.9985253214836121,secondary,NCT00925015
933,Administration,infusion,0.9470841884613037,secondary,NCT00925015
934,Diagnostic_procedure,AUC0-24,0.8243955969810486,secondary,NCT00925015
935,Lab_value,AUC0-24,0.7228328585624695,secondary,NCT00925015
936,Medication,Cetuximab Cetuximab Cetuximab,0.999777615070343,secondary,NCT00925015
937,Medication,Irinotecan,0.9998584985733032,secondary,NCT00925015
938,Dosage,10 mg/kg mg/m\^2 mg/m\^2,0.9985052943229675,secondary,NCT00925015
939,Medication,Dalotuzumab,0.9998875856399536,secondary,NCT00925015
940,Detailed_description,Cycle 10 1 15,0.9707379341125488,secondary,NCT00925015
941,Administration,intravenous intravenous,0.9968744516372681,secondary,NCT00925015
942,Administration,infusion infusions,0.9088627099990845,secondary,NCT00925015
943,Dosage,400 mg/m\^2 mg/m\^2,0.9992430210113525,secondary,NCT00925015
944,Dosage,mg/m\^2 mg/m\^2,0.9440810680389404,secondary,NCT00925015
945,Dosage,once weekly,0.997288703918457,secondary,NCT00925015
946,Administration,intravenous intravenous infusion infusions,0.7746328711509705,secondary,NCT00925015
947,Dosage,250 mg/m\^2 mg/m\^2,0.9992761611938477,secondary,NCT00925015
948,Dosage,1 10 1,0.9983065128326416,secondary,NCT00925015
949,Dosage,10 mg/kg,0.9995276927947998,secondary,NCT00925015
950,Detailed_description,AUC0-24,0.7005808353424072,secondary,NCT00925015
951,Detailed_description,plasma,0.9999409914016724,secondary,NCT00925015
952,Medication,Cetuximab,0.9995137453079224,secondary,NCT00925015
953,Medication,Cetuximab cetuximab,0.8227300047874451,secondary,NCT00925015
954,Date,Day Day Day Day 15 15,0.9949988126754761,secondary,NCT00925015
955,Medication,dalotuzumab,0.9998262524604797,secondary,NCT00925015
956,Date,Day Day Day Day 29. 29,0.9977810382843018,secondary,NCT00925015
957,Administration,predose,0.2790879011154175,secondary,NCT00925015
958,Detailed_description,predose,0.7266902923583984,secondary,NCT00925015
959,Detailed_description,"AUC0-24 29. 29 2 24 , , , , 15 15 5 , , , , 8",0.8138350248336792,secondary,NCT00925015
960,Time,and and and,0.3151521384716034,secondary,NCT00925015
961,Time,AUC0-24 24 The with h,0.8547252416610718,secondary,NCT00925015
962,Medication,cetuximab,0.8391890525817871,secondary,NCT00925015
963,Medication,Cetuximab dalotuzumab cetuximab,0.9687744975090027,secondary,NCT00925015
964,Administration,infusion,0.922735333442688,secondary,NCT00925015
965,Diagnostic_procedure,AUC0-168,0.9055171012878418,secondary,NCT00925015
966,Lab_value,AUC0-168,0.9970114231109619,secondary,NCT00925015
967,Medication,Cetuximab Cetuximab Cetuximab,0.999789297580719,secondary,NCT00925015
968,Medication,Irinotecan,0.9998588562011719,secondary,NCT00925015
969,Dosage,10 mg/kg mg/m\^2 mg/m\^2,0.9983808398246765,secondary,NCT00925015
970,Medication,Dalotuzumab,0.9998871088027954,secondary,NCT00925015
971,Detailed_description,Cycle AUC0-168 10 1 15,0.9799534678459167,secondary,NCT00925015
972,Administration,intravenous intravenous,0.9969843029975891,secondary,NCT00925015
973,Administration,infusion infusions,0.9086222648620605,secondary,NCT00925015
974,Dosage,400 mg/m\^2 mg/m\^2,0.9992114901542664,secondary,NCT00925015
975,Dosage,mg/m\^2 mg/m\^2,0.948019802570343,secondary,NCT00925015
976,Dosage,once weekly,0.9973741769790649,secondary,NCT00925015
977,Administration,intravenous intravenous infusion infusions,0.7789974212646484,secondary,NCT00925015
978,Dosage,250 mg/m\^2 mg/m\^2,0.9992461204528809,secondary,NCT00925015
979,Dosage,1 10 1,0.9983065128326416,secondary,NCT00925015
980,Dosage,10 mg/kg,0.9995276927947998,secondary,NCT00925015
981,Lab_value,AUC0-168 168,0.9969387054443359,secondary,NCT00925015
982,Detailed_description,plasma,0.9999257326126099,secondary,NCT00925015
983,Medication,Cetuximab,0.9355961084365845,secondary,NCT00925015
984,Date,Day Day Day Day 15 15,0.9108607769012451,secondary,NCT00925015
985,Medication,dalotuzumab,0.9998445510864258,secondary,NCT00925015
986,Date,Day Day Day Day 29. 29,0.9977322816848755,secondary,NCT00925015
987,Detailed_description,predose,0.6984189748764038,secondary,NCT00925015
988,Detailed_description,", , , , , , , 29. 29 2 24 , , , , , , , 15 15 5 , , , , , , , AUC0-168 8 48 168 , , , , , , , 24 , , , , , , , 48 , , , , , , , 96",0.9502775073051453,secondary,NCT00925015
989,Detailed_description,AUC0-168 168 The with h,0.7296199798583984,secondary,NCT00925015
990,Medication,cetuximab,0.9998550415039062,secondary,NCT00925015
991,Medication,Cetuximab cetuximab,0.9409654140472412,secondary,NCT00925015
992,Medication,Cetuximab dalotuzumab cetuximab,0.987115740776062,secondary,NCT00925015
993,Administration,infusion,0.9385988116264343,secondary,NCT00925015
994,Medication,Tmax,0.9587122797966003,secondary,NCT00925015
995,Medication,Irinotecan Irinotecan Irinotecan,0.9722437858581543,secondary,NCT00925015
996,Medication,Cetuximab,0.9998648166656494,secondary,NCT00925015
997,Dosage,10 mg/kg mg/m\^2,0.9947602152824402,secondary,NCT00925015
998,Medication,Dalotuzumab,0.9998866319656372,secondary,NCT00925015
999,Detailed_description,Cycle,0.9961627721786499,secondary,NCT00925015
1000,Dosage,10 1 150 1 15,0.5926417112350464,secondary,NCT00925015
1001,Administration,intravenous,0.9988037347793579,secondary,NCT00925015
1002,Administration,intravenous infusion,0.8939220309257507,secondary,NCT00925015
1003,Dosage,150 mg/m\^2,0.9983572959899902,secondary,NCT00925015
1004,Medication,mg/m\^2,0.3698563277721405,secondary,NCT00925015
1005,Dosage,mg/m\^2,0.901802122592926,secondary,NCT00925015
1006,Frequency,once,0.9961949586868286,secondary,NCT00925015
1007,Frequency,every other week,0.9711220860481262,secondary,NCT00925015
1008,Dosage,1 10 1 15,0.9933871626853943,secondary,NCT00925015
1009,Dosage,10 mg/kg,0.9993879795074463,secondary,NCT00925015
1010,Detailed_description,plasma,0.9998997449874878,secondary,NCT00925015
1011,Medication,Irinotecan Irinotecan,0.9899979829788208,secondary,NCT00925015
1012,Date,Day Day Day Day 15 15,0.9955718517303467,secondary,NCT00925015
1013,Medication,dalotuzumab,0.9998867511749268,secondary,NCT00925015
1014,Date,Day Day Day Day 29. 29,0.9991393089294434,secondary,NCT00925015
1015,Medication,predose,0.7080832719802856,secondary,NCT00925015
1016,Detailed_description,predose,0.3524499833583832,secondary,NCT00925015
1017,Detailed_description,"15 1 15 1 , , , , , , 15 15 5 , , , , , , 8 48 , , , , , , 24",0.687110424041748,secondary,NCT00925015
1018,Administration,", , , , , ,",0.12869615852832794,secondary,NCT00925015
1019,Time,and and and,0.24691979587078094,secondary,NCT00925015
1020,Date,48,0.9480981826782227,secondary,NCT00925015
1021,Time,The with h,0.7865826487541199,secondary,NCT00925015
1022,Date,after,0.9721439480781555,secondary,NCT00925015
1023,Administration,infusion,0.5538336038589478,secondary,NCT00925015
1024,Medication,Cmax,0.9971054196357727,secondary,NCT00925015
1025,Medication,Irinotecan Irinotecan Irinotecan,0.9683175683021545,secondary,NCT00925015
1026,Medication,Cetuximab,0.999866247177124,secondary,NCT00925015
1027,Dosage,10 mg/kg mg/m\^2,0.994791567325592,secondary,NCT00925015
1028,Medication,Dalotuzumab,0.9998891353607178,secondary,NCT00925015
1029,Detailed_description,Cycle 10 1 150 1 15,0.8011140823364258,secondary,NCT00925015
1030,Administration,intravenous,0.9988425374031067,secondary,NCT00925015
1031,Administration,intravenous infusion,0.899886429309845,secondary,NCT00925015
1032,Dosage,150 mg/m\^2,0.9984986186027527,secondary,NCT00925015
1033,Dosage,mg/m\^2,0.7280250191688538,secondary,NCT00925015
1034,Frequency,once,0.9963597655296326,secondary,NCT00925015
1035,Frequency,every other week,0.9725790023803711,secondary,NCT00925015
1036,Dosage,1 10 1 15,0.9933871626853943,secondary,NCT00925015
1037,Dosage,10 mg/kg,0.9993879795074463,secondary,NCT00925015
1038,Diagnostic_procedure,Cmax,0.858730137348175,secondary,NCT00925015
1039,Detailed_description,plasma,0.9999200105667114,secondary,NCT00925015
1040,Medication,Irinotecan Irinotecan,0.9783256649971008,secondary,NCT00925015
1041,Date,Day Day Day Day 15 15,0.9948427677154541,secondary,NCT00925015
1042,Medication,dalotuzumab,0.9998904466629028,secondary,NCT00925015
1043,Date,Day Day Day Day 29. 29,0.9991327524185181,secondary,NCT00925015
1044,Medication,predose,0.7459198832511902,secondary,NCT00925015
1045,Detailed_description,predose,0.40476953983306885,secondary,NCT00925015
1046,Detailed_description,"15 1 15 1 , , , , , , 15 15 5 , , , , , , 8 48 , , , , , , 24",0.7071895003318787,secondary,NCT00925015
1047,Administration,", , , , , ,",0.12432773411273956,secondary,NCT00925015
1048,Time,and and and,0.2310134619474411,secondary,NCT00925015
1049,Date,48,0.9648333787918091,secondary,NCT00925015
1050,Time,The with h,0.7038695216178894,secondary,NCT00925015
1051,Date,after,0.9641664624214172,secondary,NCT00925015
1052,Administration,infusion,0.5640626549720764,secondary,NCT00925015
1053,Dosage,T1/2,0.8961080312728882,secondary,NCT00925015
1054,Medication,Irinotecan Irinotecan Irinotecan,0.9998218417167664,secondary,NCT00925015
1055,Medication,Cetuximab,0.9998763799667358,secondary,NCT00925015
1056,Dosage,10 mg/kg mg/m\^2,0.997349739074707,secondary,NCT00925015
1057,Medication,Dalotuzumab,0.9998937845230103,secondary,NCT00925015
1058,Dosage,T1/2 10 1 150 1 15,0.9258669018745422,secondary,NCT00925015
1059,Administration,intravenous,0.9989703893661499,secondary,NCT00925015
1060,Administration,intravenous infusion,0.8253350257873535,secondary,NCT00925015
1061,Dosage,150 mg/m\^2,0.9987741112709045,secondary,NCT00925015
1062,Medication,mg/m\^2,0.3736501634120941,secondary,NCT00925015
1063,Dosage,mg/m\^2,0.4856179356575012,secondary,NCT00925015
1064,Detailed_description,T1/2 mg/m\^2 29,0.6786954402923584,secondary,NCT00925015
1065,Frequency,once,0.9936257600784302,secondary,NCT00925015
1066,Frequency,every other week,0.9612699151039124,secondary,NCT00925015
1067,Dosage,1 10 1 15,0.9933871626853943,secondary,NCT00925015
1068,Dosage,10 mg/kg,0.9993879795074463,secondary,NCT00925015
1069,Lab_value,T1/2,0.9976798295974731,secondary,NCT00925015
1070,Detailed_description,plasma,0.9999393224716187,secondary,NCT00925015
1071,Medication,Irinotecan Irinotecan,0.9489891529083252,secondary,NCT00925015
1072,Medication,Irinotecan and and and Irinotecan,0.9920269846916199,secondary,NCT00925015
1073,Date,Day Day Day Day 15 15,0.9972296953201294,secondary,NCT00925015
1074,Medication,dalotuzumab,0.9998863935470581,secondary,NCT00925015
1075,Date,Day Day Day Day 29 29,0.9984194040298462,secondary,NCT00925015
1076,Medication,predose,0.4745742678642273,secondary,NCT00925015
1077,Detailed_description,predose,0.2783186733722687,secondary,NCT00925015
1078,Detailed_description,", , , , , , T1/2 15 1 15 1 , , , , , , 15 15 5 , , , , , , 8 48 , , , , , , 24",0.7945029735565186,secondary,NCT00925015
1079,Administration,", , , , , ,",0.11514309048652649,secondary,NCT00925015
1080,Frequency,and and and,0.283895343542099,secondary,NCT00925015
1081,Date,48 The with h after,0.8833291530609131,secondary,NCT00925015
1082,Administration,infusion,0.5766139030456543,secondary,NCT00925015
1083,Medication,CL,0.947430431842804,secondary,NCT00925015
1084,Medication,Irinotecan Irinotecan Irinotecan,0.9803125858306885,secondary,NCT00925015
1085,Medication,Cetuximab,0.9998651742935181,secondary,NCT00925015
1086,Dosage,10 mg/kg,0.9085283279418945,secondary,NCT00925015
1087,Medication,Dalotuzumab,0.9998682737350464,secondary,NCT00925015
1088,Detailed_description,Cycle,0.998862624168396,secondary,NCT00925015
1089,Dosage,10 1 150 1 15,0.9050456881523132,secondary,NCT00925015
1090,Administration,intravenous,0.9988784193992615,secondary,NCT00925015
1091,Administration,intravenous infusion,0.8968310952186584,secondary,NCT00925015
1092,Dosage,150 mg/m\^2,0.9983110427856445,secondary,NCT00925015
1093,Dosage,mg/m\^2,0.7586230635643005,secondary,NCT00925015
1094,Frequency,once,0.9890430569648743,secondary,NCT00925015
1095,Frequency,every other week,0.8855101466178894,secondary,NCT00925015
1096,Dosage,1 10 1 15,0.9933871626853943,secondary,NCT00925015
1097,Lab_value,CL,0.6427358984947205,secondary,NCT00925015
1098,Detailed_description,plasma,0.9999009370803833,secondary,NCT00925015
1099,Medication,Irinotecan Irinotecan,0.9900842308998108,secondary,NCT00925015
1100,Medication,Irinotecan and and and Irinotecan,0.9828502535820007,secondary,NCT00925015
1101,Date,Day Day Day Day 15 15,0.9631513953208923,secondary,NCT00925015
1102,Medication,dalotuzumab,0.9998834133148193,secondary,NCT00925015
1103,Date,Day Day Day Day 29. 29,0.9989782571792603,secondary,NCT00925015
1104,Medication,predose,0.7756816744804382,secondary,NCT00925015
1105,Detailed_description,predose,0.2830331325531006,secondary,NCT00925015
1106,Detailed_description,", , , , , , 15 1 15 1 , , , , , , 15 15 5 , , , , , , 8 48 , , , , , , 24",0.6985061168670654,secondary,NCT00925015
1107,Administration,", , , , , ,",0.14308558404445648,secondary,NCT00925015
1108,Time,and and and,0.2672196924686432,secondary,NCT00925015
1109,Date,48,0.8961132764816284,secondary,NCT00925015
1110,Time,The with h,0.6829670667648315,secondary,NCT00925015
1111,Date,after,0.9750677347183228,secondary,NCT00925015
1112,Administration,infusion,0.6016172766685486,secondary,NCT00925015
1113,Disease_disorder,Vss,0.4690207242965698,secondary,NCT00925015
1114,Medication,Irinotecan Irinotecan Irinotecan,0.9998202919960022,secondary,NCT00925015
1115,Medication,Cetuximab,0.9998598098754883,secondary,NCT00925015
1116,Dosage,10 mg/kg mg/m\^2,0.9934633374214172,secondary,NCT00925015
1117,Medication,Dalotuzumab,0.9998877048492432,secondary,NCT00925015
1118,Detailed_description,Cycle 10 1 150 1 15,0.7506966590881348,secondary,NCT00925015
1119,Administration,intravenous,0.9988553524017334,secondary,NCT00925015
1120,Administration,intravenous infusion,0.9001603722572327,secondary,NCT00925015
1121,Dosage,150 mg/m\^2,0.9982020854949951,secondary,NCT00925015
1122,Medication,mg/m\^2,0.4931058883666992,secondary,NCT00925015
1123,Dosage,mg/m\^2,0.8604094982147217,secondary,NCT00925015
1124,Frequency,once,0.9968026876449585,secondary,NCT00925015
1125,Frequency,every other week,0.9773368239402771,secondary,NCT00925015
1126,Dosage,1 10 1 15,0.9933871626853943,secondary,NCT00925015
1127,Dosage,10 mg/kg,0.9993879795074463,secondary,NCT00925015
1128,Diagnostic_procedure,Vss,0.9859748482704163,secondary,NCT00925015
1129,Detailed_description,plasma,0.9999265670776367,secondary,NCT00925015
1130,Medication,Irinotecan Irinotecan,0.9606640338897705,secondary,NCT00925015
1131,Date,Day Day Day Day 15 15,0.9895358085632324,secondary,NCT00925015
1132,Medication,dalotuzumab,0.9998856782913208,secondary,NCT00925015
1133,Date,Day Day Day Day 29. 29,0.9990262985229492,secondary,NCT00925015
1134,Medication,predose,0.5613013505935669,secondary,NCT00925015
1135,Detailed_description,predose,0.36568769812583923,secondary,NCT00925015
1136,Detailed_description,"15 1 15 1 , , , , , , 15 15 5 , , , , , , 8 48 , , , , , , 24",0.7674352526664734,secondary,NCT00925015
